source_url	parsed_url
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/12/right-wing-evangelicals-are-using-pete-buttigieg-attack-progressive-christians/223434
https://www.mediamatters.org/	https://www.mediamatters.org/issues/justice-civil-liberties
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/15/youtube-apologizes-after-suggesting-viewers-notre-dame-fire-livestreams-read-about-911/223449
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/11/trump-fed-pick-herman-cain-sent-scammy-sponsored-emails-promoting-gold-companies/223416
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/12/foxs-brian-kilmeade-falsely-claims-republicans-want-fix-obamacare/223429
https://www.mediamatters.org/	https://www.mediamatters.org/issues
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/15/fox-friends-trumps-economic-advisor-claims-many-fed-seem-believe-too-many-people-working-and/223438
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/12/Foxs-Geraldo-Rivera-Mueller-twisted-arms-to-get-people-in-trouble-so-they-had-to-snitch/223428
https://www.mediamatters.org/	https://www.mediamatters.org/corrections
https://www.mediamatters.org/	http://www.facebook.com/Mediamatters
https://www.mediamatters.org/	https://www.mediamatters.org/research/2019/04/09/study-facebook-still-not-censoring-conservatives/223384
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/15/Fox-News-anchors-allow-CPAC-Chair-Matt-Schlapp-to-again-push-the-baseless-right-wing-lie-o/223444
https://www.mediamatters.org/	https://twitter.com/mmfa
https://www.mediamatters.org/	https://action.mediamatters.org/secure/donate
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/11/foxs-brian-kilmeade-fearmongers-refugees-southern-border-are-bringing-disease-america/223414
https://www.mediamatters.org/	https://www.mediamatters.org/contacts
https://www.mediamatters.org/	https://www.mediamatters.org/research
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2018/03/08/insane-toxic-trump-adulation-jeanine-pirro/219577
https://www.mediamatters.org/	https://cloudfront.mediamatters.org/drupal/mm/images/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/12/Six-weeks-of-Foxs-Alexandria-Ocasio-Cortez-obsession-Totalitarian-ignorant-scary-and-wagin/223386
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/15/new-lawsuit-highlights-major-infighting-between-nra-nratv-and-their-production-company/223448
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/15/questioner-fox-town-hall-sen-bernie-sanders-has-unstated-ties-turning-point-usa/223451
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/10/lou-dobbs-claims-left-wing-money-and-united-nations-are-sending-migrant-caravans-southern-border/223408
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/10/lou-dobbs-rep-ilhan-omar-sounds-she-hates-america-jews-and-israelis/223410
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/11/Fox---Friends-cites-debunked-myth-that-IRS-nefariously-targeted-tea-party-groups-to-push-l/223418
https://www.mediamatters.org/	https://www.mediamatters.org/issues/economy
https://www.mediamatters.org/	https://www.mediamatters.org/issues/health-care
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/15/fox-straight-news-guest-art-laffer-says-bernie-sanders-being-elected-president-would-cause-total/223452
https://www.mediamatters.org/	https://www.mediamatters.org/issues/education
https://www.mediamatters.org/	https://www.mediamatters.org/rss
https://www.mediamatters.org/	https://mediamatters.nationbuilder.com/donate2018/?recruiter_id=765244
https://www.mediamatters.org/	https://www.mediamatters.org/
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/10/tucker-carlson-says-calling-out-white-nationalism-racist-attack-white-people-and-exactly-how-you/223409
https://www.mediamatters.org/	https://www.mediamatters.org/issues/media-structures-regulations
https://www.mediamatters.org/	https://mediamatters.org/trumps-war-on-the-press
https://www.mediamatters.org/	https://www.mediamatters.org/#main-content
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/11/thanks-anti-abortion-media-latest-congressional-tech-censorship-hearing-was-particularly-absurd/223417
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/15/special-report-foxs-marc-thiessen-calls-trumps-possibly-illegal-plan-transport-migrants-sanctuary/223439
https://www.mediamatters.org/	http://mythopedia.mediamatters.org
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/15/tucker-carlson-guest-mark-steyn-reacts-notre-dame-fire-calling-french-godless-and-portraying-france/223453
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/15/fox-former-border-patrol-chief-suggests-only-reason-people-dont-want-wall-absolutely-identity/223441
https://www.mediamatters.org/	https://www.mediamatters.org/issues/government
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/15/eric-bollings-new-show-sinclair-broadcast-group-brings-worst-right-wing-media-local-news/223435
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/15/Fox-contributor-cheers-for-Trumps-plan-to-target-sanctuary-cities-by-moving-detained-immig/223437
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/11/past-24-hours-alex-jones-and-laura-loomer-have-taken-instagram-promote-white-nationalism/223421
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/11/NBC-reporter-Ken-Dilanian-repeatedly-misgenders-Chelsea-Manning-while-reporting-on-the-ind/223420
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/12/comprehensive-list-former-fox-employees-who-have-joined-trump-administration/223413
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/11/fox-keeps-pushing-anti-semitic-conspiracy-theory-motivated-tree-life-shooter/223423
https://www.mediamatters.org/	https://mediamatters.nationbuilder.com/donate2015
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/12/black-maternal-health-crisis-deserves-more-media-attention/223431
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/12/Candidates-who-care-about-climate-change-should-be-wary-of-partnering-with-Fox-News/223427
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/15/glenn-beck-if-notre-dame-fire-was-started-islamists-i-dont-think-youll-find-out-about-it/223455
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/12/foxs-neil-cavuto-dismisses-illegality-plan-send-migrants-sanctuary-cities-because-trump-wits-end/223436
https://www.mediamatters.org/	https://www.mediamatters.org/research/2018/10/29/tucker-carlsons-descent-white-supremacy-timeline/221741
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/10/laura-ingraham-calls-sen-chris-coons-demonic-saying-trump-cabinet-officials-have-ruined-their/223406
https://www.mediamatters.org/	https://www.mediamatters.org/jobs
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/11/lou-dobbs-misrepresented-poll-had-president-55-unfavorable-and-trump-tweeted-it-out-great-news/223419
https://www.mediamatters.org/	https://www.mediamatters.org/issues/national-security-foreign-policy
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/11/On-Fox---Friends-reporter-Greg-Palkot-deadnamed-Chelsea-Manning/223422
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/10/right-wing-media-amplify-absurd-interpretation-something-rep-ilhan-omar-said-about-911/223404
https://www.mediamatters.org/	https://www.mediamatters.org/research/2019/03/29/Fox-News-figures-repeatedly-suggested-the-Obamas-were-behind-dropped-Smollett-charges/223282
https://www.mediamatters.org/	https://www.mediamatters.org/rss/latest.rss
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/10/lou-dobbs-guest-corey-lewandowski-calls-arrest-jim-comey-andy-mccabe-peter-strzok-lisa-page-james/223407
https://www.mediamatters.org/	https://www.mediamatters.org/issues/diversity-discrimination
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/10/hannity-guest-glenn-beck-claims-migrant-caravans-are-assault-america-funded-george-soros/223411
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/12/minutes-after-being-told-barr-walked-back-his-spying-assertion-fox-news-anchors-repeatedly-pushed-it/223432
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/11/fox-business-lou-dobbs-joins-diamond-silk-claiming-rep-ilhan-omar-puts-ideology-over-amerca/223425
https://www.mediamatters.org/	https://action.mediamatters.org/secure/drop-fox
https://www.mediamatters.org/	https://www.mediamatters.org/research/2019/04/15/what-know-about-ados-group-targeting-black-progressives/223443
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/15/fox-news-will-leverage-bernie-sanders-town-hall-sanitize-its-brand/223447
https://www.mediamatters.org/	https://www.mediamatters.org/issues/reproductive-rights
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/15/hannity-guest-rep-ilhan-omar-infatuated-al-qaeda-hamas-hezbollah/223454
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/11/Fox---Friends-celebrates-Barr-pushing-baseless-claim-that-spying-did-occur-on-the-Trump-ca/223412
https://www.mediamatters.org/	https://mediamatters.nationbuilder.com/donate2017/?recruiter_id=765244
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/defense
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/twitter/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/2VJXK1v&amp;text=Trump's other tax problem &amp;pubid=politico.com&amp;via=politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/04/12/more-faint-praise-for-cain-424215
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/14/pete-buttigieg-formally-announces-presidential-campaign-1274075
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/sitemap
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/ben-white
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/upcoming
https://www.politico.com/tipsheets/morning-money	mailto:aweaver@politico.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cybersecurity
https://www.politico.com/tipsheets/morning-money	https://apnews.com/38f693eed70940a7a71ad7997f6e56b3
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/bd69088/2147483647/legacy_thumbnail/144x144/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events
https://www.politico.com/tipsheets/morning-money	https://www.nytimes.com/2019/04/13/us/politics/mnuchin-china-trade-talks.html
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/15/trump-attacks-ilhan-omar-pelosi-1275357
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/04/15/trumps-other-tax-problem-424592
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/04/09/mnuchin-to-face-a-brutal-grilling-422758
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/android-chrome-192x192.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/careers
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-144x144.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/transportation
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/ehealth
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/15/trump-financial-records-1275965
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/election-results/2018/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/manifest.json
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/video
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/tag/fourth-estate
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/27ede68/2147483647/legacy_thumbnail/72x72/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/aubree-eliza-weaver
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/04/10/cain-could-be-done-423107
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/15/travel-ban-visa-overstay-1356417
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/04/13/would-the-founders-have-freaked-out-about-amazons-dc-headquarters-226653
https://www.politico.com/tipsheets/morning-money	https://www.instagram.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/15/trump-notre-dame-cathedral-fire-1276441
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/facebook/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/2VJXK1v&amp;pubid=politico.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/podcasts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020-elections
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/health-care
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-16x16.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/agenda/
https://www.politico.com/tipsheets/morning-money	https://www.apnews.com/5a2e244061944b9cabb7ff440afba563
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cartoon-carousel
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/15/trump-boeing-737-max-1274719
https://www.politico.com/tipsheets/morning-money	https://twitter.com/AubreeEWeaver
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/technology
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/blogs/politico-press
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/gallery
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy-policy
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/darren-samuelsohn
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/blogs/under-the-radar
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/04/14/pete-buttigieg-2020-226654
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/c73c7f7/2147483647/legacy_thumbnail/57x57/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://twitter.com/morningmoneyben
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/space
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/global-stock-rally-defies-dimming-economic-outlook-11555239600
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/15/trump-jimmy-carter-phone-call-1276509
https://www.politico.com/tipsheets/morning-money	https://login.politico.com/_logout?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_logout&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/huddle/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/newyorkplaybook
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/agriculture
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/white-house
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/previous
https://www.politico.com/tipsheets/morning-money	https://www.politico.eu/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/feedback
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/thedeciders
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-152x152.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/education
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/04/12/mueller-report-investigation-trump-russia-analysis-barr-226651
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/playbook
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-72x72.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/playbook-pm
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/about-us
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscriptions
https://www.politico.com/tipsheets/morning-money	https://americansforprosperity.org/wp-content/uploads/2019/04/AFP_GasTax_CoalitionLetter_4.15.pdf
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/matt-wuerker
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/safari-pinned-tab.svg
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/about
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/faq
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-96x96.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters
https://www.politico.com/tipsheets/morning-money	https://www.reuters.com/article/us-usa-fed-global/would-a-political-fed-rescue-the-world-idUSKCN1RQ0AB
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-60x60.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/15/donald-trump-tax-cuts-unpopular-1273469
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/archive
https://www.politico.com/tipsheets/morning-money	http://edition.pagesuite-professional.co.uk/Launch.aspx?bypass=true&amp;PBID=74262970-aa07-44b3-80c8-21fa8a8ac376
https://www.politico.com/tipsheets/morning-money	http://www.powerjobs.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/advertising
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-120x120.png
https://www.politico.com/tipsheets/morning-money	https://whtc.com/news/articles/2019/apr/14/trump-despite-solid-us-growth-says-fed-should-fire-up-crisis-era-stimulus/
https://www.politico.com/tipsheets/morning-money	https://secure.politico.com/settings
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/15/trump-undocumented-immigrants-sanctuary-cities-1276353
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/pro-canada
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/trade
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/employment-immigration
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/finance
https://www.politico.com/tipsheets/morning-money	https://www.nytimes.com/2019/04/13/business/jerome-powell-fed-trump.html
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscribe/breaking-news-alerts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/terms-of-service
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-114x114.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-76x76.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-32x32.png
https://www.politico.com/tipsheets/morning-money	https://www.facebook.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/new-jersey
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-180x180.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss/morningmoney.xml
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/04/15/mueller-report-release-insiders-guide-226655
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/what-works-next/
https://www.politico.com/tipsheets/morning-money	mailto:info@politicopro.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/congress
https://www.politico.com/tipsheets/morning-money	https://static3.politico.com/resource/assets/css/style-core.min.6b2d14b057a67124304e1d692c2a6442.gz.css
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/new-york
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money?tab=most-read
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/WomenRule
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/15/bernie-sanders-millionaire-no-apology-1277009
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/florida
https://www.politico.com/tipsheets/morning-money	https://secure.politico.com/payment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/04/11/warren-takes-on-corporate-tax-423606
https://www.politico.com/tipsheets/morning-money	https://twitter.com/politico
https://www.politico.com/tipsheets/morning-money	https://www.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/tag/rich-lowry
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/politics
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/california
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/us-china-relations
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/cf/05/ee684a274496b04fa20ba2978da1/politico.png
https://www.politico.com/tipsheets/morning-money	https://login.politico.com/_login?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_login&amp;logout=%2F_logout&amp;lRedirect=true&amp;sRedirect=%2Fsettings&amp;js=false
https://www.politico.com/tipsheets/morning-money	mailto:?to=&amp;subject=POLITICO's Morning Money: Trump's other tax problem — Buttigieg gets in — Forget recession — Goldman calls Trump the favorite &amp;body=https://www.politico.com/newsletters/morning-money/2019/04/15/trumps-other-tax-problem-424592
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/agenda/future-of-prosperity
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/trumps-fed-attacks-cast-a-chill-at-global-finance-gathering-11555285001
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/opinion/articles/2019-04-14/china-what-the-data-say-about-the-prospects-for-global-economy
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/59ee5a3/2147483647/legacy_thumbnail/114x114/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/what-you-need-to-be-on-the-fed-and-it-isnt-a-ph-d-11555252121
